rental_id,payment_date
8809,"2005-07-29 21:42:49"
9629,"2005-07-31 04:54:43"
10561,"2005-08-01 13:05:35"
11232,"2005-08-02 13:04:12"
11284,"2005-08-02 14:42:45"
12613,"2005-08-18 17:16:01"
15374,"2005-08-22 22:09:09"
15764,"2005-08-23 13:05:10"
15805,"2005-08-23 14:31:19"
350,"2005-05-27 05:01:28"
1075,"2005-05-31 10:13:34"
3142,"2005-06-20 19:59:28"
3262,"2005-06-21 04:08:43"
4454,"2005-07-07 23:37:00"
4796,"2005-07-08 16:35:44"
5659,"2005-07-10 07:45:40"
6019,"2005-07-11 02:08:29"
6165,"2005-07-11 10:17:29"
7801,"2005-07-28 07:51:56"
9043,"2005-07-30 06:34:07"
10454,"2005-08-01 09:14:00"
11400,"2005-08-02 19:00:52"
12228,"2005-08-18 03:08:10"
12309,"2005-08-18 05:58:40"
12652,"2005-08-18 18:48:58"
14489,"2005-08-21 13:53:59"
15813,"2006-02-14 15:16:03"
1140,"2005-05-31 19:36:30"
1801,"2005-06-16 20:21:53"
1995,"2005-06-17 11:11:14"
2222,"2005-06-18 03:26:23"
3790,"2005-07-06 14:13:45"
4042,"2005-07-07 03:06:40"
4255,"2005-07-07 14:14:13"
5038,"2005-07-09 03:12:52"
5068,"2005-07-09 04:53:18"
5905,"2005-07-10 20:41:09"
7738,"2005-07-28 05:21:42"
8001,"2005-07-28 15:10:55"
8188,"2005-07-28 22:34:12"
9935,"2005-07-31 15:27:07"
10671,"2005-08-01 17:09:59"
11289,"2005-08-02 14:55:00"
12031,"2005-08-17 20:11:35"
12400,"2005-08-18 09:19:12"
13316,"2005-08-19 19:23:30"
13917,"2005-08-20 16:43:28"
15370,"2005-08-22 21:59:29"
987,"2005-05-30 22:59:12"
1470,"2005-06-15 20:53:07"
1939,"2005-06-17 07:26:45"
4608,"2005-07-08 07:19:11"
4943,"2005-07-08 22:43:05"
5835,"2005-07-10 16:44:58"
6146,"2005-07-11 09:09:59"
7314,"2005-07-27 13:13:32"
8014,"2005-07-28 15:32:07"
8100,"2005-07-28 18:43:11"
8447,"2005-07-29 07:38:14"
8950,"2005-07-30 03:17:13"
9292,"2005-07-30 16:08:21"
10812,"2005-08-01 22:41:16"
11166,"2005-08-02 10:14:58"
12015,"2005-08-17 19:32:44"
13790,"2005-08-20 12:17:27"
15240,"2005-08-22 17:46:41"
988,"2005-05-30 23:08:03"
1084,"2005-05-31 11:10:17"
1752,"2005-06-16 17:02:55"
2434,"2005-06-18 18:11:51"
2500,"2005-06-18 23:07:12"
2623,"2005-06-19 08:11:51"
3135,"2005-06-20 19:33:52"
3870,"2005-07-06 17:57:54"
5242,"2005-07-09 13:20:25"
6773,"2005-07-12 15:55:39"
9166,"2005-07-30 11:26:28"
9238,"2005-07-30 13:49:43"
9627,"2005-07-31 04:42:46"
9708,"2005-07-31 07:45:33"
10392,"2005-08-01 06:50:26"
12604,"2005-08-18 16:58:48"
13895,"2005-08-20 15:58:28"
14240,"2005-08-21 05:19:39"
1933,"2005-06-17 06:54:42"
2209,"2005-06-18 02:24:01"
2952,"2005-06-20 06:26:57"
3047,"2005-06-20 12:45:33"
3946,"2005-07-06 21:39:24"
6118,"2005-07-11 07:43:08"
6568,"2005-07-12 05:45:47"
6897,"2005-07-12 21:30:41"
7916,"2005-07-28 11:49:53"
8277,"2005-07-29 01:38:53"
8831,"2005-07-29 22:37:41"
9260,"2005-07-30 14:38:22"
9736,"2005-07-31 08:58:40"
10003,"2005-07-31 17:48:51"
11292,"2005-08-02 14:58:41"
11761,"2005-08-17 09:44:59"
12918,"2005-08-19 04:31:36"
13096,"2005-08-19 10:49:03"
14252,"2005-08-21 05:44:07"
14545,"2005-08-21 15:44:23"
15338,"2005-08-22 20:51:24"
346,"2005-05-27 04:34:41"
525,"2005-05-28 04:25:33"
671,"2005-05-28 22:04:30"
1360,"2005-06-15 13:32:15"
3707,"2005-07-06 10:21:49"
5317,"2005-07-09 16:10:25"
5383,"2005-07-09 19:14:32"
5565,"2005-07-10 03:29:48"
8035,"2005-07-28 16:23:01"
8548,"2005-07-29 11:11:33"
8836,"2005-07-29 22:46:08"
9438,"2005-07-30 21:36:15"
9592,"2005-07-31 03:21:16"
10348,"2005-08-01 05:23:00"
10526,"2005-08-01 11:55:33"
11480,"2005-08-02 22:18:24"
11528,"2005-08-17 00:27:23"
12668,"2005-08-18 19:16:47"
13757,"2005-08-20 11:20:12"
15015,"2005-08-22 08:43:50"
13780,"2006-02-14 15:16:03"
2486,"2005-06-18 21:26:56"
2937,"2005-06-20 05:15:37"
3550,"2005-07-06 02:29:21"
4127,"2005-07-07 07:26:19"
5717,"2005-07-10 11:02:03"
5975,"2005-07-11 00:14:19"
7105,"2005-07-27 05:15:37"
8615,"2005-07-29 13:36:01"
8927,"2005-07-30 02:13:31"
9987,"2005-07-31 17:22:35"
11118,"2005-08-02 08:44:18"
11141,"2005-08-02 09:29:11"
11307,"2005-08-02 15:48:08"
11341,"2005-08-02 17:09:24"
11922,"2005-08-17 16:20:37"
12272,"2005-08-18 04:39:10"
12551,"2005-08-18 14:46:26"
12635,"2005-08-18 18:00:23"
13339,"2005-08-19 20:18:36"
13393,"2005-08-19 22:03:46"
13503,"2005-08-20 02:00:33"
13541,"2005-08-20 03:41:41"
13677,"2005-08-20 08:34:41"
14776,"2005-08-21 23:53:35"
14872,"2005-08-22 03:23:41"
15897,"2005-08-23 17:12:31"
13798,"2006-02-14 15:16:03"
335,"2005-05-27 03:07:10"
593,"2005-05-28 13:33:23"
1017,"2005-05-31 02:53:36"
1934,"2005-06-17 07:04:57"
1944,"2005-06-17 07:50:53"
NULL,"2005-06-18 04:56:12"
2960,"2005-06-20 07:10:09"
4219,"2005-07-07 12:11:22"
4263,"2005-07-07 14:24:44"
4517,"2005-07-08 02:45:19"
6100,"2005-07-11 06:40:31"
7552,"2005-07-27 22:03:41"
8452,"2005-07-29 07:45:00"
9610,"2005-07-31 03:54:05"
10687,"2005-08-01 17:53:02"
10727,"2005-08-01 19:15:08"
12104,"2005-08-17 22:53:00"
12358,"2005-08-18 07:41:43"
12577,"2005-08-18 15:39:46"
13151,"2005-08-19 13:08:23"
13391,"2005-08-19 22:01:42"
13480,"2005-08-20 01:10:27"
14511,"2005-08-21 14:45:34"
287,"2005-05-26 19:44:54"
580,"2005-05-28 11:19:53"
884,"2005-05-30 06:41:32"
2175,"2005-06-18 00:17:58"
2684,"2005-06-19 12:29:08"
3269,"2005-06-21 05:06:30"
5714,"2005-07-10 10:46:57"
5883,"2005-07-10 19:25:21"
6884,"2005-07-12 20:52:41"
8076,"2005-07-28 17:45:58"
8213,"2005-07-28 23:37:33"
9092,"2005-07-30 08:30:56"
9138,"2005-07-30 10:11:52"
9382,"2005-07-30 19:23:44"
11990,"2005-08-17 18:26:22"
13732,"2005-08-20 10:24:41"
14040,"2005-08-20 21:43:44"
14326,"2005-08-21 08:15:41"
14346,"2005-08-21 08:42:26"
15752,"2005-08-23 12:41:38"
50,"2005-05-25 06:44:53"
116,"2005-05-25 19:27:51"
692,"2005-05-29 01:32:10"
1451,"2005-06-15 19:30:18"
1783,"2005-06-16 19:23:23"
2112,"2005-06-17 19:52:42"
2990,"2005-06-20 09:02:51"
4672,"2005-07-08 10:15:38"
4724,"2005-07-08 12:46:30"
4923,"2005-07-08 21:44:39"
6128,"2005-07-11 08:15:08"
8122,"2005-07-28 19:27:37"
8555,"2005-07-29 11:18:01"
9036,"2005-07-30 06:18:38"
9114,"2005-07-30 09:13:21"
10682,"2005-08-01 17:32:53"
10721,"2005-08-01 19:05:18"
11094,"2005-08-02 08:03:02"
11439,"2005-08-02 20:22:45"
110,"2005-05-25 18:43:49"
179,"2005-05-26 04:26:06"
337,"2005-05-27 03:22:30"
591,"2005-05-28 13:11:04"
696,"2005-05-29 01:59:10"
2657,"2005-06-19 10:42:59"
2848,"2005-06-19 22:55:37"
3423,"2005-06-21 17:38:02"
3549,"2005-07-06 02:24:55"
6495,"2005-07-12 02:57:02"
9157,"2005-07-30 11:06:23"
10077,"2005-07-31 20:01:06"
10176,"2005-07-31 23:40:35"
11508,"2005-08-16 23:27:36"
11869,"2005-08-17 14:10:22"
12211,"2005-08-18 02:31:18"
12357,"2005-08-18 07:40:52"
13718,"2005-08-20 09:53:44"
13804,"2005-08-20 12:46:32"
14101,"2005-08-21 00:33:03"
15047,"2005-08-22 09:57:16"
202,"2005-05-26 07:27:36"
497,"2005-05-28 00:54:39"
546,"2005-05-28 07:16:25"
2136,"2005-06-17 21:16:41"
2343,"2005-06-18 11:46:26"
3350,"2005-06-21 11:21:38"
4011,"2005-07-07 00:48:25"
4407,"2005-07-07 21:39:45"
5718,"2005-07-10 11:03:20"
6254,"2005-07-11 15:10:18"
6267,"2005-07-11 15:53:00"
7217,"2005-07-27 09:31:44"
7864,"2005-07-28 10:06:10"
8127,"2005-07-28 19:45:19"
9075,"2005-07-30 07:55:14"
9468,"2005-07-30 22:53:52"
10284,"2005-08-01 03:33:19"
10616,"2005-08-01 14:59:50"
10954,"2005-08-02 03:30:24"
13036,"2005-08-19 08:48:37"
13137,"2005-08-19 12:26:32"
13317,"2005-08-19 19:25:42"
14613,"2005-08-21 18:03:20"
15057,"2005-08-22 10:19:58"
15161,"2005-08-22 14:37:22"
15460,"2005-08-23 01:10:42"
260,"2005-05-26 15:42:20"
463,"2005-05-27 20:11:47"
2235,"2005-06-18 04:08:50"
2268,"2005-06-18 06:13:41"
2393,"2005-06-18 15:37:55"
2830,"2005-06-19 21:14:33"
3212,"2005-06-21 01:04:35"
5107,"2005-07-09 06:42:32"
5772,"2005-07-10 13:27:40"
5961,"2005-07-10 23:43:23"
6943,"2005-07-26 23:28:13"
8196,"2005-07-28 22:56:11"
8862,"2005-07-29 23:49:23"
9699,"2005-07-31 07:29:25"
10570,"2005-08-01 13:23:06"
12131,"2005-08-17 23:34:16"
12660,"2005-08-18 19:07:23"
12774,"2005-08-18 23:34:22"
13381,"2005-08-19 21:37:57"
13399,"2005-08-19 22:09:28"
13411,"2005-08-19 22:43:38"
13463,"2005-08-20 00:50:54"
13699,"2005-08-20 09:26:14"
13740,"2005-08-20 10:48:43"
14077,"2005-08-20 23:24:07"
14161,"2005-08-21 02:51:59"
14446,"2005-08-21 12:10:41"
14869,"2005-08-22 03:20:26"
14933,"2006-02-14 15:16:03"
370,"2005-05-27 07:49:43"
556,"2005-05-28 08:31:36"
820,"2005-05-29 21:07:22"
3419,"2005-06-21 17:18:01"
4215,"2005-07-07 12:00:52"
5294,"2005-07-09 15:23:42"
5815,"2005-07-10 15:48:19"
7087,"2005-07-27 04:42:08"
7705,"2005-07-28 04:02:58"
9580,"2005-07-31 03:01:11"
12023,"2005-08-17 19:54:54"
12124,"2005-08-17 23:22:46"
13060,"2005-08-19 09:43:25"
14056,"2005-08-20 22:18:53"
14564,"2005-08-21 16:24:43"
15134,"2005-08-22 13:18:25"
15589,"2005-08-23 06:03:31"
15658,"2005-08-23 08:48:43"
15793,"2005-08-23 14:06:19"
12222,"2006-02-14 15:16:03"
129,"2005-05-25 21:20:03"
654,"2005-05-28 20:15:30"
2753,"2005-06-19 16:44:35"
3015,"2005-06-20 10:48:56"
3055,"2005-06-20 13:19:58"
3461,"2005-06-21 21:49:18"
3736,"2005-07-06 11:43:44"
3781,"2005-07-06 13:53:41"
4853,"2005-07-08 18:43:18"
6213,"2005-07-11 12:43:07"
6238,"2005-07-11 14:20:18"
6917,"2005-07-12 22:30:15"
7155,"2005-07-27 07:18:46"
8015,"2005-07-28 15:33:03"
9209,"2005-07-30 12:55:36"
9255,"2005-07-30 14:26:46"
9718,"2005-07-31 08:25:03"
10132,"2005-07-31 21:50:24"
10898,"2005-08-02 01:29:57"
11501,"2005-08-16 23:04:53"
13290,"2005-08-19 18:31:50"
13331,"2005-08-19 20:00:25"
13429,"2005-08-19 23:25:37"
14482,"2005-08-21 13:42:45"
15532,"2006-02-14 15:16:03"
1007,"2005-05-31 01:02:28"
1077,"2005-05-31 10:22:54"
1716,"2005-06-16 14:39:31"
2070,"2005-06-17 16:27:51"
2116,"2005-06-17 20:16:12"
2451,"2005-06-18 19:28:02"
2963,"2005-06-20 07:33:09"
3649,"2005-07-06 07:32:42"
4378,"2005-07-07 20:29:08"
6855,"2005-07-12 19:46:29"
7266,"2005-07-27 11:22:17"
8947,"2005-07-30 03:15:37"
10491,"2005-08-01 10:38:27"
11209,"2005-08-02 12:09:45"
11546,"2005-08-17 00:57:36"
12165,"2005-08-18 00:53:37"
12745,"2005-08-18 22:22:45"
12999,"2005-08-19 07:34:53"
13058,"2005-08-19 09:40:53"
15357,"2005-08-22 21:28:59"
90,"2005-05-25 14:31:25"
1033,"2005-05-31 04:50:07"
1338,"2005-06-15 12:17:34"
1365,"2005-06-15 14:09:55"
1754,"2005-06-16 17:13:23"
2625,"2005-06-19 08:23:11"
2901,"2005-06-20 02:41:28"
3447,"2005-06-21 20:53:31"
4282,"2005-07-07 15:26:31"
4404,"2005-07-07 21:31:53"
5881,"2005-07-10 19:19:43"
6653,"2005-07-12 11:06:17"
6905,"2005-07-12 22:02:18"
8667,"2005-07-29 15:40:57"
9140,"2005-07-30 10:12:01"
9334,"2005-07-30 17:56:38"
9922,"2005-07-31 14:59:37"
10103,"2005-07-31 20:49:13"
10324,"2005-08-01 04:49:06"
10860,"2005-08-02 00:12:32"
10916,"2005-08-02 02:05:59"
14193,"2005-08-21 03:38:27"
14236,"2005-08-21 05:13:16"
15972,"2005-08-23 20:00:30"
796,"2005-05-29 16:59:44"
1105,"2005-05-31 14:33:56"
1440,"2005-06-15 18:53:14"
1706,"2005-06-16 14:01:02"
2093,"2005-06-17 18:14:08"
2416,"2005-06-18 17:07:34"
2421,"2005-06-18 17:25:05"
2532,"2005-06-19 01:27:46"
2745,"2005-06-19 16:21:19"
4065,"2005-07-07 04:32:28"
4274,"2005-07-07 14:42:04"
4382,"2005-07-07 20:41:03"
4431,"2005-07-07 22:39:02"
4536,"2005-07-08 03:43:22"
4641,"2005-07-08 09:09:46"
5437,"2005-07-09 21:32:29"
6149,"2005-07-11 09:19:31"
6243,"2005-07-11 14:53:25"
8241,"2005-07-29 00:33:36"
10386,"2005-08-01 06:42:20"
10996,"2005-08-02 04:48:11"
11314,"2005-08-02 16:04:08"
11744,"2005-08-17 08:54:30"
13111,"2005-08-19 11:25:10"
14183,"2005-08-21 03:24:29"
14192,"2005-08-21 03:37:42"
14603,"2005-08-21 17:51:06"
14677,"2005-08-21 20:12:30"
15384,"2005-08-22 22:34:44"
15722,"2005-08-23 11:16:29"
787,"2005-05-29 16:03:03"
1310,"2005-06-15 10:11:42"
1480,"2005-06-15 21:17:17"
1699,"2005-06-16 13:05:09"
1960,"2005-06-17 08:59:57"
2512,"2005-06-18 23:48:47"
2815,"2005-06-19 20:03:29"
3038,"2005-06-20 12:28:59"
3420,"2005-06-21 17:22:36"
4510,"2005-07-08 02:34:51"
5736,"2005-07-10 11:45:48"
6562,"2005-07-12 05:26:26"
6658,"2005-07-12 11:13:21"
7927,"2005-07-28 12:13:42"
9636,"2005-07-31 05:12:59"
9673,"2005-07-31 06:34:55"
9908,"2005-07-31 14:39:52"
10794,"2005-08-01 21:51:15"
10852,"2005-08-02 00:00:33"
11661,"2005-08-17 05:25:57"
11740,"2005-08-17 08:48:31"
12021,"2005-08-17 19:52:43"
12531,"2005-08-18 13:57:50"
13816,"2005-08-20 13:13:56"
388,"2005-05-27 10:37:27"
868,"2005-05-30 04:19:55"
1240,"2005-06-15 04:58:07"
1543,"2005-06-16 01:24:08"
2299,"2005-06-18 08:18:52"
4951,"2005-07-08 22:58:21"
5653,"2005-07-10 07:21:27"
5817,"2005-07-10 15:49:12"
7580,"2005-07-27 23:07:40"
8464,"2005-07-29 08:18:20"
8901,"2005-07-30 01:07:12"
9544,"2005-07-31 01:44:51"
9593,"2005-07-31 03:22:30"
9705,"2005-07-31 07:40:33"
10116,"2005-07-31 21:14:02"
10294,"2005-08-01 03:48:12"
11444,"2005-08-02 20:32:55"
11856,"2005-08-17 13:44:49"
12190,"2005-08-18 01:54:44"
12708,"2005-08-18 20:59:17"
13783,"2005-08-20 12:11:03"
14540,"2005-08-21 15:34:23"
15445,"2005-08-23 00:48:29"
15491,"2005-08-23 02:08:40"
12938,"2006-02-14 15:16:03"
194,"2005-05-26 06:52:33"
2701,"2005-06-19 13:33:06"
2735,"2005-06-19 15:42:07"
2801,"2005-06-19 19:18:09"
2923,"2005-06-20 04:16:07"
3324,"2005-06-21 08:49:16"
4262,"2005-07-07 14:24:30"
5442,"2005-07-09 21:55:19"
5857,"2005-07-10 17:59:29"
7237,"2005-07-27 10:12:36"
7451,"2005-07-27 18:18:41"
8673,"2005-07-29 15:50:14"
9392,"2005-07-30 19:50:13"
9946,"2005-07-31 15:48:54"
10543,"2005-08-01 12:36:09"
10899,"2005-08-02 01:30:21"
11079,"2005-08-02 07:29:10"
11962,"2005-08-17 17:34:38"
12488,"2005-08-18 12:48:22"
12508,"2005-08-18 13:20:13"
12569,"2005-08-18 15:20:46"
12615,"2005-08-18 17:16:07"
13173,"2005-08-19 13:50:36"
13777,"2005-08-20 12:03:35"
13832,"2005-08-20 14:00:25"
14703,"2005-08-21 21:01:19"
14985,"2005-08-22 07:35:56"
14997,"2005-08-22 07:53:00"
1874,"2005-06-17 02:39:20"
1895,"2005-06-17 04:25:12"
2154,"2005-06-17 22:59:42"
2730,"2005-06-19 15:10:09"
3964,"2005-07-06 22:23:02"
4471,"2005-07-08 00:21:29"
4642,"2005-07-08 09:13:28"
5028,"2005-07-09 02:34:45"
5108,"2005-07-09 06:44:30"
5972,"2005-07-11 00:08:54"
6359,"2005-07-11 21:06:17"
7394,"2005-07-27 16:03:08"
7769,"2005-07-28 06:45:23"
8030,"2005-07-28 16:12:53"
8038,"2005-07-28 16:32:55"
8083,"2005-07-28 18:09:48"
8641,"2005-07-29 14:37:30"
9309,"2005-07-30 16:55:53"
9998,"2005-07-31 17:40:35"
10235,"2005-08-01 01:57:48"
12240,"2005-08-18 03:27:11"
12546,"2005-08-18 14:29:37"
13682,"2005-08-20 08:50:39"
14585,"2005-08-21 17:18:33"
15063,"2005-08-22 10:39:51"
15544,"2005-08-23 04:17:56"
15829,"2005-08-23 15:17:14"
1656,"2005-06-16 10:05:40"
1838,"2005-06-16 23:20:16"
2341,"2005-06-18 11:35:30"
2396,"2005-06-18 15:49:48"
2648,"2005-06-19 10:06:20"
3117,"2005-06-20 18:05:15"
3172,"2005-06-20 22:19:25"
3701,"2005-07-06 10:12:45"
3967,"2005-07-06 22:45:10"
4122,"2005-07-07 07:15:35"
4738,"2005-07-08 13:24:58"
6208,"2005-07-11 12:34:56"
6580,"2005-07-12 06:26:10"
7000,"2005-07-27 01:23:24"
7138,"2005-07-27 06:47:13"
7178,"2005-07-27 08:09:25"
7464,"2005-07-27 18:49:42"
12085,"2005-08-17 22:17:09"
15682,"2005-08-23 09:37:34"
15816,"2005-08-23 14:58:06"
483,"2005-05-27 23:00:25"
803,"2005-05-29 17:52:30"
1067,"2005-05-31 09:12:13"
1887,"2005-06-17 03:53:18"
2624,"2005-06-19 08:22:09"
2891,"2005-06-20 02:02:05"
3500,"2005-07-06 00:11:13"
4434,"2005-07-07 22:48:34"
4771,"2005-07-08 15:33:32"
5307,"2005-07-09 15:57:15"
5954,"2005-07-10 23:22:01"
6122,"2005-07-11 07:58:07"
6450,"2005-07-12 00:49:05"
7084,"2005-07-27 04:34:07"
7589,"2005-07-27 23:23:36"
7793,"2005-07-28 07:26:14"
8390,"2005-07-29 05:52:26"
8453,"2005-07-29 07:46:29"
8914,"2005-07-30 01:42:03"
11135,"2005-08-02 09:22:25"
11831,"2005-08-17 12:54:47"
12414,"2005-08-18 09:50:40"
13736,"2005-08-20 10:31:23"
13931,"2005-08-20 17:16:10"
14570,"2005-08-21 16:32:32"
165,"2005-05-26 02:28:36"
1301,"2005-06-15 09:46:33"
3173,"2005-06-20 22:21:10"
4095,"2005-07-07 06:01:48"
5723,"2005-07-10 11:14:48"
7992,"2005-07-28 14:53:06"
9040,"2005-07-30 06:31:45"
9085,"2005-07-30 08:17:24"
9254,"2005-07-30 14:26:11"
10335,"2005-08-01 04:59:30"
10870,"2005-08-02 00:27:12"
13241,"2005-08-19 16:25:00"
13858,"2005-08-20 14:50:57"
13958,"2005-08-20 18:11:44"
15096,"2005-08-22 11:43:04"
15115,"2005-08-22 12:28:01"
1900,"2005-06-17 04:29:58"
2257,"2005-06-18 05:29:52"
3508,"2005-07-06 00:24:25"
3911,"2005-07-06 20:09:11"
5188,"2005-07-09 10:22:31"
5643,"2005-07-10 06:49:00"
5918,"2005-07-10 21:32:06"
7015,"2005-07-27 02:15:01"
7124,"2005-07-27 06:09:30"
9160,"2005-07-30 11:17:33"
10615,"2005-08-01 14:58:14"
11505,"2005-08-16 23:18:47"
11701,"2005-08-17 07:15:47"
12286,"2005-08-18 04:57:59"
12599,"2005-08-18 16:42:45"
13371,"2005-08-19 21:21:47"
13949,"2005-08-20 17:55:13"
14686,"2005-08-21 20:32:08"
14701,"2005-08-21 20:54:32"
47,"2005-05-25 06:05:20"
424,"2005-05-27 15:34:01"
1989,"2005-06-17 10:47:24"
2229,"2005-06-18 03:50:18"
2743,"2005-06-19 16:15:56"
3112,"2005-06-20 17:53:30"
3597,"2005-07-06 05:03:59"
4098,"2005-07-07 06:14:51"
